id,fecha,usuario,texto,tema,sentimiento,likes,reposts
190,22/09/2022,user_87869,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,Cultura de lo efímero y proyectos de vida,neutral,5403,3478
191,15/07/2023,user_45035,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,IA y pérdida de autonomía humana,negativo,15857,4295
192,21/02/2024,user_21809,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,neutral,12916,362
193,29/09/2022,user_32205,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,negativo,6355,1015
194,15/05/2022,user_71914,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?",IA y pérdida de autonomía humana,neutral,18091,3702
195,15/04/2024,user_33893,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,Cultura de lo efímero y proyectos de vida,neutral,9711,2086
196,10/06/2022,user_86693,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?",Generación Z y crisis de sentido,neutral,19426,314
197,16/07/2022,user_49047,"Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",IA y pérdida de autonomía humana,positivo,15912,3348
198,18/11/2022,user_33461,"A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Cultura de lo efímero y proyectos de vida,negativo,5937,4102
199,14/07/2022,user_82529,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,positivo,13078,4810
200,15/08/2022,user_16399,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?",IA y pérdida de autonomía humana,neutral,657,3449
201,03/09/2022,user_25675,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,IA y pérdida de autonomía humana,neutral,19836,3543
202,19/04/2023,user_8362,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.",IA y pérdida de autonomía humana,neutral,288,369
203,02/02/2023,user_9014,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Generación Z y crisis de sentido,neutral,6258,3788
204,11/10/2022,user_46018,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,Cultura de lo efímero y proyectos de vida,neutral,12762,485
205,31/10/2023,user_9007,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?",IA y pérdida de autonomía humana,negativo,2784,4949
206,10/01/2023,user_6620,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Generación Z y crisis de sentido,positivo,12918,3090
207,15/12/2023,user_55805,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?",Generación Z y crisis de sentido,negativo,5942,3727
208,24/02/2022,user_11506,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.",Cultura de lo efímero y proyectos de vida,positivo,5242,4922
209,19/02/2022,user_22457,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,IA y pérdida de autonomía humana,negativo,18561,3260
210,28/05/2022,user_34718,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,negativo,11636,849
211,28/03/2022,user_54539,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.",IA y pérdida de autonomía humana,neutral,652,4593
212,04/10/2023,user_39576,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,positivo,8016,3175
213,05/06/2022,user_32020,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",IA y pérdida de autonomía humana,negativo,3484,4589
214,11/08/2022,user_22048,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.",Cultura de lo efímero y proyectos de vida,neutral,16200,4514
215,06/11/2022,user_46923,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,Cultura de lo efímero y proyectos de vida,negativo,11671,3875
216,18/02/2024,user_77945,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.",Generación Z y crisis de sentido,positivo,12098,1704
217,17/01/2023,user_57004,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,IA y pérdida de autonomía humana,positivo,8082,4731
218,28/09/2022,user_82875,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,neutral,2472,2194
219,29/12/2023,user_85277,"A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,positivo,10071,109
220,25/06/2022,user_81957,"El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",IA y pérdida de autonomía humana,neutral,12055,570
221,20/04/2022,user_20351,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,IA y pérdida de autonomía humana,neutral,18594,2195
222,10/05/2023,user_28,"La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Generación Z y crisis de sentido,positivo,3675,952
223,05/06/2023,user_98876,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",IA y pérdida de autonomía humana,negativo,8977,1575
224,10/05/2023,user_96166,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?",Cultura de lo efímero y proyectos de vida,neutral,13490,651
225,22/01/2022,user_63789,"La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,positivo,10015,11
226,22/05/2022,user_84620,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.",Cultura de lo efímero y proyectos de vida,negativo,12403,1548
227,23/12/2023,user_59882,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.",Generación Z y crisis de sentido,negativo,11094,3113
228,08/11/2023,user_79592,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,negativo,13572,4603
229,13/04/2023,user_13840,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,Cultura de lo efímero y proyectos de vida,neutral,11623,1757
230,09/06/2022,user_44274,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Generación Z y crisis de sentido,negativo,12595,3965
231,12/01/2023,user_31711,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.",Generación Z y crisis de sentido,negativo,6448,3400
232,28/07/2022,user_72266,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.",Cultura de lo efímero y proyectos de vida,negativo,1642,3995
233,27/01/2024,user_77726,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Cultura de lo efímero y proyectos de vida,neutral,10757,367
234,24/01/2024,user_24673,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Cultura de lo efímero y proyectos de vida,positivo,15768,3460
235,22/09/2022,user_77865,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?",Generación Z y crisis de sentido,negativo,1578,4637
236,04/09/2022,user_80208,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?",Cultura de lo efímero y proyectos de vida,neutral,7856,2245
237,03/06/2022,user_80974,"¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,negativo,3244,4981
238,20/11/2022,user_46646,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,Generación Z y crisis de sentido,negativo,13195,11
239,12/10/2023,user_54255,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,neutral,14885,1401
240,12/04/2023,user_45800,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,positivo,12987,3145
241,20/10/2022,user_59992,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.",Generación Z y crisis de sentido,positivo,9814,1521
242,13/04/2022,user_78762,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",IA y pérdida de autonomía humana,negativo,11679,2770
243,12/03/2023,user_58606,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,positivo,4070,2776
244,10/03/2024,user_88457,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Generación Z y crisis de sentido,positivo,1860,362
245,03/09/2023,user_73963,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",IA y pérdida de autonomía humana,positivo,10738,1172
246,31/08/2023,user_82514,"Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Generación Z y crisis de sentido,neutral,10423,2858
247,19/04/2022,user_16471,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,neutral,7810,1741
248,27/06/2022,user_58706,"Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,16100,4662
249,07/03/2022,user_23758,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,neutral,13051,3694
250,22/09/2022,user_15795,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,positivo,17453,1832
251,24/12/2022,user_30008,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,neutral,9910,1213
252,23/02/2023,user_17436,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,neutral,13675,3289
253,11/05/2022,user_89864,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,positivo,6665,3469
254,14/10/2023,user_62937,"Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Generación Z y crisis de sentido,positivo,9646,3551
255,22/04/2023,user_16981,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",IA y pérdida de autonomía humana,positivo,4630,2168
256,19/05/2022,user_56488,"Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,negativo,12114,2201
257,04/06/2023,user_88220,"La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,positivo,16784,1787
258,07/01/2022,user_82899,"Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Cultura de lo efímero y proyectos de vida,negativo,4415,2640
259,12/06/2022,user_44241,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.",Cultura de lo efímero y proyectos de vida,positivo,7708,978
260,21/08/2023,user_82694,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.",Cultura de lo efímero y proyectos de vida,neutral,16299,3440
261,24/10/2022,user_15922,"La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Generación Z y crisis de sentido,negativo,2106,2016
262,21/03/2024,user_40515,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.",IA y pérdida de autonomía humana,neutral,13103,2435
263,12/01/2022,user_61544,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.",Cultura de lo efímero y proyectos de vida,negativo,2954,388
264,05/10/2022,user_94990,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.",Generación Z y crisis de sentido,negativo,4156,2999
265,15/02/2023,user_7372,"Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,neutral,227,3263
266,22/10/2023,user_35501,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,positivo,16735,792
267,10/05/2024,user_72113,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.",Generación Z y crisis de sentido,neutral,10492,3578
268,01/11/2022,user_35662,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,negativo,11719,4213
269,27/03/2024,user_15082,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,negativo,9752,2281
270,29/03/2024,user_57305,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,neutral,5663,251
271,08/06/2022,user_96875,"Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,negativo,10695,3434
272,12/04/2024,user_21787,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,negativo,18466,4981
273,14/05/2023,user_82731,"El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,neutral,15336,2889
274,10/05/2022,user_26339,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,neutral,17263,4893
275,15/05/2022,user_70264,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,IA y pérdida de autonomía humana,positivo,8898,4406
276,09/02/2022,user_30357,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,neutral,7835,2801
277,25/02/2023,user_59846,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,negativo,17822,2026
278,24/03/2022,user_20723,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,Generación Z y crisis de sentido,negativo,1825,1271
279,06/11/2023,user_99117,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.",IA y pérdida de autonomía humana,positivo,19391,969
280,06/05/2023,user_41261,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",Generación Z y crisis de sentido,positivo,10190,329
281,15/06/2023,user_2652,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,IA y pérdida de autonomía humana,neutral,6773,1772
